Compound_ID,Name,Formula,Annot. Source: Predicted Compositions,mzCloud Search, mzVault Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],# mzCloud Results,# mzVault Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,mzVault Best Match,KEGG ID,mzCloud ID,MS2,Reference Ion
2.474_231.13384_RP,,C10 H18 N2 O4,Full match,No results,No results,-0.42,230.12656,231.13384,2.474,0,0,,,,,,,No MS2,[M+H]+1
9.614_211.10758_RP,,C10 H14 N2 O3,Full match,No results,No results,-0.68,210.1003,211.10758,9.614,0,0,,,,,,,No MS2,[M+H]+1
2.531_446.18664_RP,,C11 H28 N9 O8 P,Full match,No results,No results,-1.09,445.17936,446.18664,2.531,0,0,,,,,,,No MS2,[M+H]+1
11.002_451.12326_RP,,C25 H24 O4 P2,Full match,No results,No results,2.22,450.11598,451.12326,11.002,0,0,,,,,,,No MS2,[M+H]+1
5.296_151.0422_RP,,C5 H10 O3 S,Full match,No results,No results,-0.93,150.03493,151.0422,5.296,0,0,,,,,,,No MS2,[M+H]+1
14.086_353.10726_RP,,C16 H21 N2 O3 P S,Full match,No results,No results,-3.01,352.09999,353.10726,14.086,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.186_401.15892_RP,,C26 H24 O2 S,Full match,No results,No results,4.86,400.15164,401.15892,12.186,0,0,,,,,,,No MS2,[M+H]+1
9.62_315.05444_RP,,C7 H17 N4 O4 P3,Full match,No results,No results,2.87,314.04717,315.05444,9.62,0,0,,,,,,,No MS2,[M+H]+1
1.531_708.25512_RP,,C21 H52 N5 O13 P3 S,Full match,No results,No results,-2.36,707.24785,708.25512,1.531,0,0,,,,,,,No MS2,[M+H]+1
5.35_182.08107_RP,,C9 H11 N O3,Full match,No results,No results,-0.57,181.07379,182.08107,5.35,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.225_445.15498_RP,,C16 H28 O14,Full match,No results,No results,-0.7,444.14759,445.15498,3.225,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.49_147.0763_RP,,C5 H10 N2 O3,Full match,No results,No results,-0.82,146.06902,147.0763,3.49,0,0,,,,,,,No MS2,[M+H]+1
1.332_400.93291_RP,,C9 H11 N2 O6 P3 S2,Full match,No results,No results,-3.75,399.92564,400.93291,1.332,0,0,,,,,,,DDA for preferred ion,[M+H]+1
7.883_276.1705_RP,,C9 H22 N7 O P,Full match,No results,No results,3.2,275.16322,276.1705,7.883,0,0,,,,,,,No MS2,[M+H]+1
1.373_432.17094_RP,,C13 H32 N5 O5 P3,Full match,No results,No results,4.72,431.16366,432.17094,1.373,0,0,,,,,,,No MS2,[M+H]+1
1.53_395.16573_RP,,C19 H28 N2 O3 P2,Full match,No results,No results,2.37,394.15845,395.16573,1.53,0,0,,,,,,,No MS2,[M+H]+1
2.803_190.11849_RP,,C7 H15 N3 O3,Full match,No results,No results,-0.69,189.11121,190.11849,2.803,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.492_166.04976_RP,,C8 H7 N O3,Full match,No results,No results,-0.66,165.04248,166.04976,2.492,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.037_353.11849_RP,,C15 H27 Cl O3 P2,Full match,No results,No results,-3.36,352.11121,353.11849,12.037,0,0,,,,,,,No MS2,[M+H]+1
1.392_191.05487_RP,,C7 H10 O6,Full match,No results,No results,-0.77,190.04759,191.05487,1.392,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.623_327.01604_RP,,C8 H7 N8 O3 P S,Full match,No results,No results,-3.61,326.00877,327.01604,9.623,0,0,,,,,,,No MS2,[M+H]+1
9.625_326.00809_RP,,C5 H10 N7 O4 P3,Full match,No results,No results,0.31,325.00081,326.00809,9.625,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.056_264.0726_RP,,C4 H10 N9 O3 P,Full match,No results,No results,3.44,263.06533,264.0726,8.056,0,0,,,,,,,No MS2,[M+H]+1
1.33_302.95605_RP,,C3 H N10 O2 P3,Full match,No results,No results,-3,301.94877,302.95605,1.33,0,0,,,,,,,No MS2,[M+H]+1
4.217_245.11304_RP,,C12 H21 O P S,Full match,No results,No results,2.82,244.10576,245.11304,4.217,0,0,,,,,,,No MS2,[M+H]+1
1.354_276.11878_RP,,C10 H17 N3 O6,Full match,No results,No results,-0.83,275.11151,276.11878,1.354,0,0,,,,,,,No MS2,[M+H]+1
2.43_257.12429_RP,,C12 H21 N2 P S,Full match,No results,No results,2.75,256.11701,257.12429,2.43,0,0,,,,,,,No MS2,[M+H]+1
1.448_235.09231_RP,,C8 H14 N2 O6,Full match,No results,No results,-0.66,234.08503,235.09231,1.448,0,0,,,,,,,No MS2,[M+H]+1
2.301_249.09021_RP,,,No results,No results,No results,,248.08293,249.09021,2.301,0,0,,,,,,,DDA for preferred ion,[M+H]+1
5.817_311.12354_RP,,C8 H19 N6 O5 P,Full match,No results,No results,2.6,310.11626,311.12354,5.817,0,0,,,,,,,DDA for preferred ion,[M+H]+1
13.132_219.12254_RP,,C10 H18 O5,Full match,No results,No results,-0.77,218.11526,219.12254,13.132,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.903_403.13857_RP,,C18 H14 N10 O2,Full match,No results,No results,2.92,402.13129,403.13857,11.903,0,0,,,,,,,No MS2,[M+H]+1
10.036_214.10722_RP,,C10 H15 N O4,Full match,No results,No results,-0.79,213.09994,214.10722,10.036,0,0,,,,,,,No MS2,[M+H]+1
2.854_198.07593_RP,,C9 H11 N O4,Full match,No results,No results,-0.78,197.06865,198.07593,2.854,0,0,,,,,,,No MS2,[M+H]+1
6.215_234.08719_RP,,C11 H11 N3 O3,Full match,No results,No results,-0.55,233.07991,234.08719,6.215,0,0,,,,,,,No MS2,[M+H]+1
1.404_131.11774_RP,,C6 H14 N2 O,Full match,No results,No results,-1.13,130.11047,131.11774,1.404,0,0,,,,,,,No MS2,[M+H]+1
13.676_249.07557_RP,,C13 H12 O5,Full match,No results,No results,-0.73,248.06829,249.07557,13.676,0,0,,,,,,,No MS2,[M+H]+1
2.526_236.11269_RP,,C9 H17 N O6,Full match,No results,No results,-0.75,235.10541,236.11269,2.526,0,0,,,,,,,No MS2,[M+H]+1
8.242_251.02312_RP,,C H2 N10 O6,Full match,No results,No results,-0.14,250.01584,251.02312,8.242,0,0,,,,,,,No MS2,[M+H]+1
3.023_453.12123_RP,,C14 H29 O12 P S,Full match,No results,No results,4.91,452.11395,453.12123,3.023,0,0,,,,,,,No MS2,[M+H]+1
4.649_197.0807_RP,,C10 H12 O4,Full match,No results,No results,-0.69,196.07342,197.0807,4.649,0,0,,,,,,,No MS2,[M+H]+1
11.985_230.08101_RP,,C13 H11 N O3,Full match,No results,No results,-0.69,229.07374,230.08101,11.985,0,0,,,,,,,No MS2,[M+H]+1
2.692_166.04976_RP,,C8 H7 N O3,Full match,No results,No results,-0.65,165.04249,166.04976,2.692,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.036_199.11873_RP,,C8 H14 N4 O2,Full match,No results,No results,-1.12,198.11145,199.11873,2.036,0,0,,,,,,,No MS2,[M+H]+1
1.462_244.14014_RP,,C9 H17 N5 O3,Full match,No results,No results,0.09,243.13316,244.14014,1.462,0,0,,,,,,,No MS2,[M+H]+1
13.042_331.11747_RP,,C19 H14 N4 O2,Full match,No results,No results,-4.49,330.11019,331.11747,13.042,0,0,,,,,,,No MS2,[M+H]+1
2.077_284.09875_RP,,C11 H17 N5 S2,Full match,No results,No results,-3.74,283.09148,284.09875,2.077,0,0,,,,,,,No MS2,[M+H]+1
1.785_386.16541_RP,,C9 H24 N9 O6 P,Full match,No results,No results,-1.51,385.15813,386.16541,1.785,0,0,,,,,,,No MS2,[M+H]+1
3.925_472.16591_RP,,C10 H29 N7 O12 S,Full match,No results,No results,-1.81,471.15864,472.16591,3.925,0,0,,,,,,,No MS2,[M+H]+1
1.226_192.12285_RP,,C8 H17 N O4,Full match,No results,No results,-0.99,191.11557,192.12285,1.226,0,0,,,,,,,No MS2,[M+H]+1
3.476_569.16875_RP,,C24 H35 N4 O4 P3 S,Full match,No results,No results,4.03,568.16147,569.16875,3.476,0,0,,,,,,,No MS2,[M+H]+1
14.365_377.20688_RP,,C21 H24 N6 O,Full match,No results,No results,-4.14,376.1996,377.20688,14.365,0,0,,,,,,,No MS2,[M+H]+1
1.988_444.171_RP,,C11 H26 N9 O8 P,Full match,No results,No results,-1.07,443.16372,444.171,1.988,0,0,,,,,,,No MS2,[M+H]+1
5.545_129.06571_RP,,C5 H8 N2 O2,Full match,No results,No results,-1.13,128.05843,129.06571,5.545,0,0,,,,,,,No MS2,[M+H]+1
17.071_260.25828_RP,,C15 H33 N O2,Full match,No results,No results,-0.5,259.251,260.25828,17.071,0,0,,,,,,,No MS2,[M+H]+1
8.91_228.08652_RP,,C10 H10 O5,Full match,No results,No results,-0.69,210.05268,228.08652,8.91,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
8.908_228.0865_RP,,C10 H13 N O5,Full match,No results,No results,-0.64,227.07923,228.0865,8.908,0,0,,,,,,,No MS2,[M+H]+1
13.675_373.12808_RP,,C17 H12 N10 O,Full match,No results,No results,3.33,372.12079,373.12808,13.675,0,0,,,,,,,No MS2,[M+H]+1
12.825_148.0756_RP,,C9 H9 N O,Full match,No results,No results,-0.6,147.06833,148.0756,12.825,0,0,,,,,,,No MS2,[M+H]+1
11.799_398.00679_RP,,C7 H12 Cl N3 O14,Full match,No results,No results,-3.18,396.99952,398.00679,11.799,0,0,,,,,,,No MS2,[M+H]+1
9.889_290.10211_RP,,C7 H19 N3 O7 S,Full match,No results,No results,1.6,289.09483,290.10211,9.889,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.294_237.0756_RP,,C6 H13 N4 O4 P,Full match,No results,No results,3.73,236.06832,237.0756,8.294,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.791_399.0031_RP,,C16 H14 O6 S3,Full match,No results,No results,1.44,397.99582,399.0031,11.791,0,0,,,,,,,No MS2,[M+H]+1
5.181_138.05483_RP,,C7 H7 N O2,Full match,No results,No results,-0.89,137.04756,138.05483,5.181,0,0,,,,,,,No MS2,[M+H]+1
1.314_350.85719_RP,,C H4 Cl N2 O9 P S3,Full match,No results,No results,-1.68,349.84992,350.85719,1.314,0,0,,,,,,,No MS2,[M+H]+1
1.19_168.07821_RP,,C5 H14 N O3 P,Full match,No results,No results,-1.19,167.07093,168.07821,1.19,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.184_167.07352_RP,,C6 H14 O3 S,Full match,No results,No results,-0.74,166.06624,167.07352,1.184,0,0,,,,,,,No MS2,[M+H]+1
12.28_331.17507_RP,,C17 H30 O2 S2,Full match,No results,No results,-2.73,330.16782,331.17507,12.28,0,0,,,,,,,No MS2,[M+H]+1
7.516_361.09158_RP,,C15 H16 N6 O S2,Full match,No results,No results,4.43,360.08429,361.09158,7.516,0,0,,,,,,,No MS2,[M+H]+1
2.92_213.07561_RP,,C10 H12 O5,Full match,No results,No results,-0.7,212.06832,213.07561,2.92,0,0,,,,,,,No MS2,[M+H]+1
1.348_176.96602_RP,,C8 H2 O P2,Full match,No results,No results,3.74,175.95875,176.96602,1.348,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.082_281.01332_RP,,C13 H12 O S3,Full match,No results,No results,3.64,280.00605,281.01332,8.082,0,0,,,,,,,DDA for preferred ion,[M+H]+1
7.885_154.08615_RP,,C8 H11 N O2,Full match,No results,No results,-0.72,153.07887,154.08615,7.885,0,0,,,,,,,No MS2,[M+H]+1
1.43_590.22872_RP,,C18 H42 N9 O5 P3 S,Full match,No results,No results,-4.76,589.22144,590.22872,1.43,0,0,,,,,,,No MS2,[M+H]+1
8.602_504.28122_RP,,,No results,No results,No results,,503.27395,504.28122,8.602,0,0,,,,,,,No MS2,[M+H]+1
1.171_204.0977_RP,,C9 H15 P S,Full match,No results,No results,3.56,186.06387,204.0977,1.171,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
8.604_161.08072_RP,,C7 H12 O4,Full match,No results,No results,-0.89,160.07342,161.08072,8.604,0,0,,,,,,,No MS2,[M+H]+1
8.216_330.20219_RP,,C15 H27 N3 O5,Full match,No results,No results,-0.48,329.19491,330.20219,8.216,0,0,,,,,,,No MS2,[M+H]+1
6.672_274.09194_RP,,C8 H4 N10 O,Full match,No results,No results,4.59,256.05813,274.09194,6.672,0,0,,,,,,,No MS2,[M+NH4]+1
6.677_274.09196_RP,,C11 H15 N O7,Full match,No results,No results,-0.62,273.08468,274.09196,6.677,0,0,,,,,,,No MS2,[M+H]+1
1.083_944.71401_RP,,C53 H105 N3 O2 S4,Full match,No results,No results,-2.36,943.70674,944.71401,1.083,0,0,,,,,,,No MS2,[M+H]+1
1.523_233.11298_RP,,C9 H16 N2 O5,Full match,No results,No results,-0.95,232.1057,233.11298,1.523,0,0,,,,,,,No MS2,[M+H]+1
8.618_289.09163_RP,,C15 H17 N2 P S,Full match,No results,No results,-2.28,288.08435,289.09163,8.618,0,0,,,,,,,No MS2,[M+H]+1
10.718_255.07045_RP,,C8 H14 O9,Full match,No results,No results,-2.4,254.06317,255.07045,10.718,0,0,,,,,,,No MS2,[M+H]+1
9.915_234.07592_RP,,C12 H11 N O4,Full match,No results,No results,-0.72,233.06864,234.07592,9.915,0,0,,,,,,,No MS2,[M+H]+1
9.13_223.02359_RP,,C10 H6 O6,Full match,No results,No results,-0.58,222.01631,223.02359,9.13,0,0,,,,,,,No MS2,[M+H]+1
12.179_311.20624_RP,,C14 H30 O7,Full match,No results,No results,-0.53,310.19899,311.20624,12.179,0,0,,,,,,,No MS2,[M+H]+1
6.011_436.15998_RP,,C21 H25 N O9,Full match,No results,No results,-0.51,435.15271,436.15998,6.011,0,0,,,,,,,No MS2,[M+H]+1
6.285_612.07348_RP,,C18 H23 N5 O15 P2,Full match,No results,No results,-0.63,611.0662,612.07348,6.285,0,0,,,,,,,No MS2,[M+H]+1
2.287_153.05356_RP,,,No results,No results,No results,,152.04628,153.05356,2.287,0,0,,,,,,,No MS2,[M+H]+1
2.488_245.07665_RP,,C11 H17 O2 P S,Full match,No results,No results,2.82,244.06938,245.07665,2.488,0,0,,,,,,,No MS2,[M+H]+1
6.154_353.08655_RP,,C12 H22 N2 O4 P2 S,Full match,No results,No results,4.89,352.07927,353.08655,6.154,0,0,,,,,,,No MS2,[M+H]+1
3.694_372.14988_RP,,C8 H22 N9 O6 P,Full match,No results,No results,-1.24,371.14261,372.14988,3.694,0,0,,,,,,,No MS2,[M+H]+1
9.262_188.07385_RP,,C8 H13 N O2 S,Full match,No results,No results,-0.65,187.06658,188.07385,9.262,0,0,,,,,,,No MS2,[M+H]+1
7.387_221.09194_RP,,C5 H13 N6 O2 P,Full match,No results,No results,4.09,220.08466,221.09194,7.387,0,0,,,,,,,No MS2,[M+H]+1
12.38_179.11778_RP,,C10 H14 N2 O,Full match,No results,No results,-0.63,178.1105,179.11778,12.38,0,0,,,,,,,DDA for preferred ion,[M+H]+1
6.817_185.09198_RP,,C8 H12 N2 O3,Full match,No results,No results,-0.46,184.08471,185.09198,6.817,0,0,,,,,,,No MS2,[M+H]+1
5.531_175.05995_RP,,C7 H10 O5,Full match,No results,No results,-0.86,174.05267,175.05995,5.531,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.103_579.14952_RP,,C23 H36 N2 O7 P2 S2,Full match,No results,No results,-2.9,578.14224,579.14952,8.103,0,0,,,,,,,No MS2,[M+H]+1
5.906_211.07116_RP,,C9 H10 N2 O4,Full match,No results,No results,-0.86,210.06388,211.07116,5.906,0,0,,,,,,,No MS2,[M+H]+1
6.177_612.07352_RP,,C16 H26 N3 O18 P S,Full match,No results,No results,-1.18,611.06625,612.07352,6.177,0,0,,,,,,,No MS2,[M+H]+1
4.373_231.13375_RP,,C10 H18 N2 O4,Full match,No results,No results,-0.79,230.12648,231.13375,4.373,0,0,,,,,,,No MS2,[M+H]+1
5.684_233.11301_RP,,C9 H16 N2 O5,Full match,No results,No results,-0.81,232.10573,233.11301,5.684,0,0,,,,,,,No MS2,[M+H]+1
11.964_213.09086_RP,,C14 H12 O2,Full match,No results,No results,-0.68,212.08358,213.09086,11.964,0,0,,,,,,,No MS2,[M+H]+1
10.696_249.07561_RP,,C13 H12 O5,Full match,No results,No results,-0.55,248.06834,249.07561,10.696,0,0,,,,,,,No MS2,[M+H]+1
10.768_175.08643_RP,,C10 H10 N2 O,Full match,No results,No results,-0.92,174.07915,175.08643,10.768,0,0,,,,,,,No MS2,[M+H]+1
1.361_206.99472_RP,,,No results,No results,No results,,205.98743,206.99472,1.361,0,0,,,,,,,No MS2,[M+H]+1
6.264_215.03915_RP,,C8 H11 N2 O P S,Invalid mass,No results,No results,-5.12,214.03187,215.03915,6.264,0,0,,,,,,,No MS2,[M+H]+1
8.008_313.076_RP,,C11 H20 O6 S2,Full match,No results,No results,-4.49,312.06873,313.076,8.008,0,0,,,,,,,No MS2,[M+H]+1
11.911_259.05999_RP,,C14 H10 O5,Full match,No results,No results,-0.44,258.05271,259.05999,11.911,0,0,,,,,,,No MS2,[M+H]+1
5.567_128.07046_RP,,C6 H9 N O2,Full match,No results,No results,-1.18,127.06318,128.07046,5.567,0,0,,,,,,,No MS2,[M+H]+1
2.624_294.11816_RP,,C11 H19 N O8,Full match,No results,No results,-0.64,293.11088,294.11816,2.624,0,0,,,,,,,No MS2,[M+H]+1
5.584_183.07628_RP,,C8 H10 N2 O3,Full match,No results,No results,-0.79,182.069,183.07628,5.584,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.973_208.00269_RP,,C4 H5 N3 O5 S,Full match,No results,No results,2.05,206.99542,208.00269,3.973,0,0,,,,,,,No MS2,[M+H]+1
9.654_430.1494_RP,,C26 H25 N O P2,Full match,No results,No results,2.29,429.14212,430.1494,9.654,0,0,,,,,,,No MS2,[M+H]+1
3.141_246.14464_RP,,C10 H19 N3 O4,Full match,No results,No results,-0.79,245.13736,246.14464,3.141,0,0,,,,,,,No MS2,[M+H]+1
15.338_331.24773_RP,,C19 H30 N4 O,Full match,No results,No results,-4.57,330.24045,331.24773,15.338,0,0,,,,,,,No MS2,[M+H]+1
4.718_296.13404_RP,,C14 H22 N3 P S,Full match,No results,No results,-1.51,295.12676,296.13404,4.718,0,0,,,,,,,No MS2,[M+H]+1
5.957_252.1076_RP,,C4 H14 N9 O2 P,Full match,No results,No results,-1.93,251.10032,252.1076,5.957,0,0,,,,,,,No MS2,[M+H]+1
12.311_470.22296_RP,,C14 H32 N9 O7 P,Full match,No results,No results,-1.18,469.21568,470.22296,12.311,0,0,,,,,,,No MS2,[M+H]+1
12.695_341.06537_RP,,C18 H12 O7,Full match,No results,No results,-0.57,340.05811,341.06537,12.695,0,0,,,,,,,No MS2,[M+H]+1
6.064_174.12354_RP,,C7 H15 N3 O2,Full match,No results,No results,-0.95,173.11626,174.12354,6.064,0,0,,,,,,,No MS2,[M+H]+1
6.064_174.12357_RP,,C7 H12 N2 O2,Full match,No results,No results,-0.86,156.08974,174.12357,6.064,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
1.478_202.08207_RP,,C7 H11 N3 O4,Full match,No results,No results,-0.8,201.07479,202.08207,1.478,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.863_196.06031_RP,,C9 H9 N O4,Full match,No results,No results,-0.62,195.05304,196.06031,3.863,0,0,,,,,,,No MS2,[M+H]+1
14.451_173.05706_RP,,C7 H4 N6,Full match,No results,No results,0.44,172.04982,173.05706,14.451,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.886_406.13434_RP,,C12 H29 N3 O6 P2 S,Full match,No results,No results,4.52,405.12706,406.13434,3.886,0,0,,,,,,,No MS2,[M+H]+1
1.528_262.13955_RP,,C10 H19 N3 O5,Full match,No results,No results,-0.77,261.13227,262.13955,1.528,0,0,,,,,,,No MS2,[M+H]+1
12.257_345.13314_RP,,C19 H20 O6,Full match,No results,No results,-0.36,344.12587,345.13314,12.257,0,0,,,,,,,No MS2,[M+H]+1
3.047_171.11269_RP,,C8 H14 N2 O2,Full match,No results,No results,-0.66,170.10542,171.11269,3.047,0,0,,,,,,,DDA for preferred ion,[M+H]+1
4.711_176.09162_RP,,C7 H13 N O4,Full match,No results,No results,-0.63,175.08435,176.09162,4.711,0,0,,,,,,,No MS2,[M+H]+1
9.868_563.15457_RP,,C35 H22 N4 O2 S,Full match,No results,No results,1.69,562.14729,563.15457,9.868,0,0,,,,,,,No MS2,[M+H]+1
1.316_354.13916_RP,,C8 H20 N9 O5 P,Full match,No results,No results,-1.75,353.13188,354.13916,1.316,0,0,,,,,,,No MS2,[M+H]+1
3.088_152.07051_RP,,C8 H9 N O2,Full match,No results,No results,-0.62,151.06323,152.07051,3.088,0,0,,,,,,,No MS2,[M+H]+1
8.315_195.02868_RP,,C9 H6 O5,Full match,No results,No results,-0.62,194.0214,195.02868,8.315,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.59_339.10728_RP,,C11 H23 N4 O2 P S2,Full match,No results,No results,0,338.1,339.10728,11.59,0,0,,,,,,,No MS2,[M+H]+1
11.991_213.1596_RP,,C11 H20 N2 O2,Full match,No results,No results,-0.71,212.15233,213.1596,11.991,0,0,,,,,,,No MS2,[M+H]+1
4.259_177.03923_RP,,C6 H8 O6,Full match,No results,No results,-0.85,176.03194,177.03923,4.259,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.086_884.7132_RP,,C47 H97 N9 S3,Full match,No results,No results,3.42,883.70593,884.7132,1.086,0,0,,,,,,,No MS2,[M+H]+1
1.527_276.13756_RP,,,No results,No results,No results,,275.13029,276.13756,1.527,0,0,,,,,,,No MS2,[M+H]+1
9.63_326.01909_RP,,C4 H10 N9 O3 P3,Full match,No results,No results,-0.41,325.01181,326.01909,9.63,0,0,,,,,,,No MS2,[M+H]+1
14.601_276.12288_RP,,C15 H17 N O4,Full match,No results,No results,-0.58,275.1156,276.12288,14.601,0,0,,,,,,,No MS2,[M+H]+1
2.384_220.11779_RP,,C4 H14 N9 P,Full match,No results,No results,-2.11,219.11052,220.11779,2.384,0,0,,,,,,,No MS2,[M+H]+1
8.567_384.11482_RP,,C17 H18 N7 P S,Full match,No results,No results,-1.72,383.10754,384.11482,8.567,0,0,,,,,,,No MS2,[M+H]+1
6.641_185.04433_RP,,C8 H8 O5,Full match,No results,No results,-0.75,184.03704,185.04433,6.641,0,0,,,,,,,No MS2,[M+H]+1
3.166_302.08689_RP,,C12 H15 N O8,Full match,No results,No results,-0.51,301.07961,302.08689,3.166,0,0,,,,,,,No MS2,[M+H]+1
9.211_571.0711_RP,,C25 H25 N4 O2 P3 S2,Full match,No results,No results,1.13,570.06382,571.0711,9.211,0,0,,,,,,,No MS2,[M+H]+1
8.267_208.06028_RP,,C10 H9 N O4,Full match,No results,No results,-0.75,207.053,208.06028,8.267,0,0,,,,,,,No MS2,[M+H]+1
3.6_240.10763_RP,,C12 H19 N P2,Full match,No results,No results,4.53,239.10035,240.10763,3.6,0,0,,,,,,,No MS2,[M+H]+1
2.508_327.01885_RP,,C8 H7 N8 O3 P S,Invalid mass,No results,No results,5,326.01157,327.01885,2.508,0,0,,,,,,,No MS2,[M+H]+1
11.892_462.17576_RP,,C12 H33 N9 O2 P2 S2,Full match,No results,No results,2.37,461.16848,462.17576,11.892,0,0,,,,,,,No MS2,[M+H]+1
4.421_236.05519_RP,,C11 H9 N O5,Full match,No results,No results,-0.68,235.04791,236.05519,4.421,0,0,,,,,,,No MS2,[M+H]+1
1.929_161.04435_RP,,C6 H8 O5,Full match,No results,No results,-0.6,160.03708,161.04435,1.929,0,0,,,,,,,No MS2,[M+H]+1
3.342_168.06539_RP,,C8 H9 N O3,Full match,No results,No results,-0.77,167.05811,168.06539,3.342,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.795_385.12807_RP,,C17 H26 N2 O2 P2 S,Full match,No results,No results,4.6,384.12079,385.12807,11.795,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.479_137.0807_RP,,C5 H12 O4,Full match,No results,No results,-0.98,136.07343,137.0807,1.479,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.531_234.1334_RP,,C10 H19 N O5,Full match,No results,No results,-0.84,233.12613,234.1334,1.531,0,0,,,,,,,No MS2,[M+H]+1
1.059_710.84962_RP,,C27 H4 O16 P2 S2,Full match,No results,No results,1.05,709.84234,710.84962,1.059,0,0,,,,,,,No MS2,[M+H]+1
9.057_166.08615_RP,,C9 H11 N O2,Full match,No results,No results,-0.67,165.07887,166.08615,9.057,0,0,,,,,,,No MS2,[M+H]+1
1.196_355.8686_RP,,,No results,No results,No results,,354.86132,355.8686,1.196,0,0,,,,,,,No MS2,[M+H]+1
7.627_286.17598_RP,,C13 H23 N3 O4,Full match,No results,No results,-0.54,285.1687,286.17598,7.627,0,0,,,,,,,No MS2,[M+H]+1
13.881_383.14875_RP,,C23 H18 N4 O2,Full match,No results,No results,-3.93,382.14148,383.14875,13.881,0,0,,,,,,,No MS2,[M+H]+1
2.232_196.08144_RP,,C6 H13 N O6,Full match,No results,No results,-0.61,195.07417,196.08144,2.232,0,0,,,,,,,No MS2,[M+H]+1
0.946_116.001_RP,,C2 H2 N3 O P,Full match,No results,No results,1.55,114.99373,116.001,0.946,0,0,,,,,,,No MS2,[M+H]+1
2.058_224.07631_RP,,C7 H13 N O7,Full match,No results,No results,-0.77,223.06903,224.07631,2.058,0,0,,,,,,,No MS2,[M+H]+1
5.921_204.13404_RP,,C8 H17 N3 O3,Full match,No results,No results,-1.14,203.12676,204.13404,5.921,0,0,,,,,,,No MS2,[M+H]+1
4.498_227.00279_RP,,C5 H6 O10,Full match,No results,No results,-2.58,225.99551,227.00279,4.498,0,0,,,,,,,No MS2,[M+H]+1
3.443_444.17095_RP,,C19 H32 N3 O3 P3,Full match,No results,No results,-4.47,443.16367,444.17095,3.443,0,0,,,,,,,No MS2,[M+H]+1
3.719_276.10764_RP,,C6 H14 N9 O2 P,Full match,No results,No results,-1.6,275.10037,276.10764,3.719,0,0,,,,,,,No MS2,[M+H]+1
4.259_141.01811_RP,,C6 H4 O4,Full match,No results,No results,-0.89,140.01083,141.01811,4.259,0,0,,,,,,,No MS2,[M+H]+1
1.196_356.86489_RP,,,No results,No results,No results,,355.85761,356.86489,1.196,0,0,,,,,,,No MS2,[M+H]+1
8.842_723.19151_RP,,C36 H34 O16,Full match,No results,No results,-0.63,722.18423,723.19151,8.842,0,0,,,,,,,No MS2,[M+H]+1
1.299_437.04021_RP,,C15 H16 O13 S,Full match,No results,No results,4.07,436.03294,437.04021,1.299,0,0,,,,,,,No MS2,[M+H]+1
15.547_305.1018_RP,,C17 H20 O S2,Full match,No results,No results,-3.38,304.09453,305.1018,15.547,0,0,,,,,,,No MS2,[M+H]+1
1.14_384.14973_RP,,C17 H26 N3 O3 P S,Full match,No results,No results,-2.18,383.14241,384.14973,1.14,0,0,,,,,,,No MS2,[M+H]+1
2.024_231.06096_RP,,C8 H10 N2 O6,Full match,No results,No results,-0.88,230.05368,231.06096,2.024,0,0,,,,,,,No MS2,[M+H]+1
7.546_222.09838_RP,,C9 H11 N5 O2,Full match,No results,No results,-0.76,221.09111,222.09838,7.546,0,0,,,,,,,No MS2,[M+H]+1
4.495_229.11811_RP,,C10 H16 N2 O4,Full match,No results,No results,-0.76,228.11083,229.11811,4.495,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.533_184.09669_RP,,C9 H13 N O3,Full match,No results,No results,-0.82,183.08939,184.09669,1.533,0,0,,,,,,,No MS2,[M+H]+1
